Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507860 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507864 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507868 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507872 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507876 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Garbage collected 0 outgoing messages in DC 2, 89 left
CheckLoop, Digitalvertigo:      	We did not receive a response for 2 seconds: reconnecting and exiting check loop on DC 2.0
Connection, Digitalvertigo:     	Reconnecting DC 2.0
Connection, Digitalvertigo:     	Disconnecting from DC 2.0
Connection, Digitalvertigo:     	Disconnected from DC 2.0
DataCenter, Digitalvertigo:     	Reconnecting to DC 2 (0) from existing
DataCenterConnection, Digitalvertigo: 	Trying shared connection via tcp://149.154.167.41:443 main DC 2, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream (0)
Connection, Digitalvertigo:     	Connecting to DC 2.0
Connection, Digitalvertigo:     	Connected to DC 2.0!
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
Exception, Digitalvertigo:      	Request timeout in AckHandler.php:134
DataCenter, Digitalvertigo:     	OK!
GarbageCollector, Digitalvertigo: 	gc_collect_cycles done. Cleaned memory: 1 Mb
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Request timeout in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/AckHandler.php:134

TL Trace:

CallHandler.php(59):	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001725270408,"filter":{"_":"channelMessagesFilterEmpty"},"pts":126981,"limit":100,"force":true},{"datacenter":2,"postpone":false})
UpdateLoop.php(97): 	methodCallAsyncRead("updates.getChannelDifference",{"channel":-1001725270408,"filter":{"_":"channelMessagesFilterEmpty"},"pts":126981,"limit":100,"force":true},{"datacenter":2,"postpone":false})
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

CheckLoop.php(64):  	getPendingCalls()
LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
Coroutine.php(69):  	current()
Tools.php(462):     	__construct()
LoggerLoop.php(62): 	callFork()
Connection.php(349):	start()
DataCenterConnection.php(529):	connect()
DataCenter.php(306):	connect()
Connection.php(603):	dcConnect()
reconnect()
Coroutine.php(110): 	send()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(46):	danog\MadelineProto\{closure}()
PrivatePromise.php(23):	onResolve()
Placeholder.php(143):	onResolve()
Deferred.php(53):   	resolve()
functions.php(282): 	resolve()
Placeholder.php(149):	Amp\Promise\{closure}()
Deferred.php(53):   	resolve()
NativeDriver.php(366):	resolve()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
